price,make,model,year,body_type,fuel_type,engine_volume,mileage,engine_cylinders,transmission,drivetrain,color,car_age,Engine Displacement,Miles per year
16960,Toyota,Aqua,2013.0,Hatchback,Petrol,1.5,53688.0,4.0,Automatic,FWD,Silver,13.0,6.0,6646.307692307692
2038,Toyota,Prius,2015.0,SUV,Hybrid,1.8,65117.0,4.0,Automatic,FWD,White,11.0,7.2,9526.818181818182
15524,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,32467.0,4.0,Automatic,FWD,Gray,15.0,8.0,3483.266666666667
784,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,63627.0,4.0,Automatic,FWD,Black,12.0,10.0,8533.083333333334
25089,Lexus,HS 250h,2011.0,Sedan,Hybrid,2.5,53438.0,4.0,Automatic,FWD,Blue,15.0,10.0,5733.333333333333
20900,Mitsubishi,Outlander,2012.0,SUV,Petrol,2.0,995.0,4.0,Automatic,AWD,Black,14.0,8.0,114.28571428571429
39226,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,73898.0,4.0,Automatic,FWD,White,11.0,8.0,10811.454545454546
26343,Toyota,Camry,2013.0,Sedan,Petrol,2.5,94449.0,4.0,Automatic,FWD,Black,13.0,10.0,11692.307692307691
69810,Hyundai,Santa Fe,2019.0,SUV,Diesel,2.0,1697.0,4.0,Automatic,FWD,Gray,7.0,8.0,390.0
13485,Toyota,Aqua,2012.0,Sedan,Hybrid,1.5,93828.0,4.0,Automatic,FWD,White,14.0,6.0,10785.714285714286
9418,Hyundai,Sonata,2015.0,Sedan,Petrol,2.0,26642.0,4.0,Automatic,FWD,White,11.0,8.0,3897.7272727272725
8781,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,65244.0,4.0,Automatic,FWD,Silver,14.0,6.0,7500.0
24148,Toyota,Prius,2015.0,Hatchback,Hybrid,1.5,99420.0,4.0,Automatic,FWD,White,11.0,6.0,14545.454545454546
23521,Mercedes-Benz,C-Class,2014.0,Sedan,Petrol,1.8,39936.0,4.0,Automatic,RWD,Gray,12.0,7.2,5355.833333333333
12544,Subaru,Forester,2009.0,SUV,Petrol,2.5,71458.0,6.0,Automatic,AWD,Black,17.0,15.0,6764.705882352941
3450,Toyota,Camry,2019.0,Sedan,Hybrid,2.5,5982.0,4.0,Automatic,FWD,Black,7.0,10.0,1375.142857142857
1019,Toyota,Camry,2011.0,Sedan,Petrol,2.5,108610.0,4.0,Automatic,FWD,Black,15.0,10.0,11652.666666666666
14113,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,59567.0,4.0,Automatic,FWD,White,16.0,7.2,5991.4375
3136,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,99034.0,4.0,Automatic,FWD,White,14.0,10.0,11384.214285714286
1333,Toyota,Corolla,2010.0,Sedan,Petrol,1.8,72696.0,4.0,Automatic,FWD,Silver,16.0,7.2,7312.0
12231,Toyota,Camry,2011.0,Sedan,Petrol,2.5,93206.0,4.0,Automatic,FWD,Blue,15.0,10.0,10000.0
40026,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,72306.0,4.0,Automatic,FWD,Black,10.0,8.0,11636.5
22580,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,78304.0,4.0,Automatic,FWD,Black,13.0,10.0,9693.692307692309
31581,Hyundai,H1,2014.0,Van,Diesel,2.5,108953.0,4.0,Automatic,FWD,Gray,12.0,10.0,14611.833333333334
24775,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,73944.0,4.0,Automatic,FWD,Blue,13.0,10.0,9153.846153846154
31988,Mercedes-Benz,E-Class,2012.0,Sedan,Petrol,2.0,74565.0,4.0,Automatic,RWD,Blue,14.0,8.0,8571.42857142857
13799,BMW,3 Series,2012.0,Sedan,Petrol,2.0,78293.0,4.0,Automatic,RWD,Blue,14.0,8.0,9000.0
51526,Honda,Civic,2016.0,Sedan,Petrol,2.0,35419.0,4.0,Automatic,FWD,White,10.0,8.0,5700.0
37476,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,15240.0,4.0,Automatic,FWD,White,10.0,8.0,2452.6
56848,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,51907.0,4.0,Automatic,FWD,Blue,11.0,8.0,7594.090909090909
11290,Toyota,Prius,2008.0,Sedan,Hybrid,1.5,105634.0,4.0,Automatic,FWD,Black,18.0,6.0,9444.444444444445
9095,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,63380.0,4.0,Automatic,FWD,Silver,18.0,6.0,5666.666666666667
3450,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,46503.0,4.0,Automatic,FWD,White,13.0,7.2,5756.7692307692305
7527,Mazda,Demio,2004.0,Hatchback,Petrol,1.5,101908.0,4.0,Manual,FWD,Blue,22.0,6.0,7454.727272727273
24462,Lexus,IS 250,2017.0,Sedan,Petrol,2.0,22370.0,4.0,Automatic,RWD,White,9.0,8.0,4000.0
36366,Hyundai,Tucson,2017.0,SUV,Diesel,2.0,92280.0,4.0,Automatic,FWD,White,9.0,8.0,16501.11111111111
7683,Nissan,Tiida,2006.0,Hatchback,Petrol,1.5,83264.0,4.0,Automatic,FWD,Silver,20.0,6.0,6700.0
17249,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,81524.0,4.0,Automatic,FWD,Black,16.0,7.2,8200.0
22000,Toyota,Camry,2014.0,Sedan,Petrol,2.5,66487.0,4.0,Automatic,FWD,Gray,12.0,10.0,8916.666666666666
9700,Kia,Optima,2013.0,Sedan,Petrol,2.0,32431.0,4.0,Automatic,FWD,Gray,13.0,8.0,4014.769230769231
15994,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,48467.0,4.0,Automatic,FWD,Gray,12.0,7.2,6500.0
13013,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,91342.0,4.0,Automatic,FWD,White,14.0,6.0,10500.0
17813,Hyundai,Santa Fe,2010.0,SUV,Diesel,2.0,25554.0,4.0,Automatic,FWD,White,16.0,8.0,2570.25
42337,Hyundai,Santa Fe,2017.0,SUV,Diesel,2.0,17059.0,4.0,Automatic,FWD,White,9.0,8.0,3050.3333333333335
5018,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,118402.0,4.0,Automatic,FWD,Black,13.0,10.0,14657.615384615385
16323,Hyundai,Genesis,2010.0,Coupe,Petrol,2.0,59348.0,4.0,Automatic,FWD,Silver,16.0,8.0,5969.375
5331,Chevrolet,Captiva,2007.0,SUV,Diesel,2.0,31851.0,4.0,Automatic,FWD,Black,19.0,8.0,2697.7894736842104
26343,Subaru,Forester,2014.0,SUV,Petrol,2.5,59031.0,4.0,Automatic,AWD,White,12.0,10.0,7916.666666666667
16621,Toyota,Prius C,2013.0,Sedan,Hybrid,1.5,65244.0,4.0,Automatic,FWD,Blue,13.0,6.0,8076.923076923077
17562,Volkswagen,Jetta,2015.0,Sedan,Petrol,1.8,45982.0,4.0,Automatic,FWD,Red,11.0,7.2,6727.272727272727
8985,Toyota,Aqua,2015.0,Hatchback,Hybrid,1.5,96027.0,4.0,Automatic,FWD,Silver,11.0,6.0,14049.09090909091
7213,Toyota,Prius,2005.0,Sedan,Petrol,1.5,78293.0,4.0,Automatic,FWD,Silver,21.0,6.0,6000.0
12121,Toyota,Aqua,2013.0,Hatchback,Hybrid,1.5,65804.0,4.0,Automatic,FWD,White,13.0,6.0,8146.153846153846
18817,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,77672.0,4.0,Automatic,FWD,White,13.0,7.2,9615.384615384615
32615,Toyota,Camry,2015.0,Sedan,Petrol,2.5,37283.0,4.0,Automatic,FWD,Black,11.0,10.0,5454.545454545455
7370,Nissan,Note,2005.0,Hatchback,Petrol,1.5,93828.0,4.0,Automatic,FWD,Black,21.0,6.0,7190.476190476191
16327,Hyundai,Genesis,2010.0,Coupe,Petrol,2.0,59348.0,4.0,Automatic,FWD,Silver,16.0,8.0,5969.375
8467,Nissan,other,2014.0,Sedan,Petrol,2.5,53565.0,4.0,Automatic,RWD,Gray,12.0,10.0,7183.583333333333
37633,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,120588.0,4.0,Automatic,FWD,Black,10.0,8.0,19406.7
49459,Hyundai,Sonata,2016.0,Sedan,Petrol,2.0,30963.0,4.0,Automatic,FWD,White,10.0,8.0,4982.9
26657,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,94449.0,4.0,Automatic,FWD,White,13.0,10.0,11692.307692307691
15053,Toyota,Aqua,2013.0,Hatchback,Hybrid,1.5,88857.0,4.0,Automatic,FWD,Blue,13.0,6.0,11000.0
25089,Toyota,Camry,2014.0,Sedan,Petrol,2.5,46603.0,4.0,Automatic,FWD,Black,12.0,10.0,6250.0
12858,Mercedes-Benz,GLA,2015.0,SUV,Petrol,2.0,99375.0,4.0,Automatic,FWD,Black,11.0,8.0,14538.90909090909
44862,Honda,Civic,2016.0,Sedan,Petrol,2.0,22872.0,4.0,Automatic,FWD,Black,10.0,8.0,3680.8
33230,Hyundai,Tucson,2014.0,SUV,Diesel,2.0,85420.0,4.0,Automatic,FWD,Black,12.0,8.0,11455.75
3450,Mercedes-Benz,C-Class,1995.0,Sedan,Petrol,1.8,12428.0,4.0,Manual,RWD,Blue,31.0,7.2,645.1612903225806
32979,Hyundai,H1,2014.0,Van,Diesel,2.5,76189.0,4.0,Automatic,FWD,Gray,12.0,10.0,10217.833333333334
21040,Toyota,Aqua,2015.0,Hatchback,Petrol,1.5,42245.0,4.0,Automatic,FWD,White,11.0,6.0,6180.545454545455
28423,Hyundai,H1,2014.0,Van,Diesel,2.5,118061.0,4.0,Automatic,FWD,White,12.0,10.0,15833.333333333334
706,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,71652.0,4.0,Automatic,FWD,Gray,12.0,10.0,9609.333333333334
15053,Toyota,Camry,2014.0,Sedan,Petrol,2.5,66487.0,4.0,Automatic,FWD,Black,12.0,10.0,8916.666666666666
14426,Chevrolet,Cruze,2014.0,Sedan,Petrol,1.8,42254.0,4.0,Manual,FWD,Black,12.0,7.2,5666.666666666667
21639,Subaru,Forester,2013.0,SUV,Petrol,2.5,46603.0,4.0,Automatic,AWD,Gray,13.0,10.0,5769.2307692307695
2274,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,79995.0,4.0,Automatic,FWD,Green,12.0,10.0,10728.25
17562,Hyundai,Elantra,2012.0,Sedan,Petrol,1.8,8389.0,4.0,Automatic,FWD,Black,14.0,7.2,964.2857142857143
18826,Hyundai,Sonata,2011.0,Sedan,Petrol,2.0,73038.0,4.0,Automatic,FWD,Silver,15.0,8.0,7836.2
11290,Toyota,Prius C,2012.0,Hatchback,Hybrid,1.5,86374.0,4.0,Automatic,FWD,Blue,14.0,6.0,9928.92857142857
17923,Hyundai,Tucson,2010.0,SUV,Diesel,2.0,107603.0,4.0,Automatic,FWD,Gray,16.0,8.0,10823.0625
20071,Hyundai,Elantra,2013.0,Sedan,Petrol,1.8,69594.0,4.0,Automatic,FWD,Gray,13.0,7.2,8615.384615384615
28852,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,12428.0,4.0,Automatic,FWD,Black,9.0,8.0,2222.222222222222
48998,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,65038.0,4.0,Automatic,FWD,Gray,11.0,8.0,9515.181818181818
35962,Hyundai,Santa Fe,2013.0,SUV,Diesel,2.0,118061.0,4.0,Automatic,FWD,Gray,13.0,8.0,14615.384615384615
33575,Hyundai,Tucson,2014.0,SUV,Diesel,2.0,54507.0,4.0,Automatic,FWD,Brown,12.0,8.0,7310.0
31747,Hyundai,Santa Fe,2014.0,SUV,Diesel,2.0,12987.0,4.0,Automatic,FWD,Black,12.0,8.0,1741.6666666666667
23521,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,96313.0,4.0,Automatic,FWD,Black,14.0,10.0,11071.42857142857
11133,Honda,Fit,2012.0,Sedan,Hybrid,1.5,55924.0,4.0,Automatic,FWD,White,14.0,6.0,6428.571428571428
59834,Honda,Civic,2016.0,Sedan,Petrol,1.5,2352.0,4.0,Automatic,FWD,Gray,10.0,6.0,378.5
36865,Hyundai,Santa Fe,2014.0,SUV,Diesel,2.0,89484.0,4.0,Automatic,FWD,Silver,12.0,8.0,12000.75
36231,Hyundai,H1,2016.0,Wagon,Diesel,2.5,113426.0,4.0,Automatic,FWD,Silver,10.0,10.0,18254.1
29793,Toyota,C-HR,2019.0,SUV,Petrol,2.0,2691.0,4.0,Automatic,FWD,White,7.0,8.0,618.5714285714286
60502,Honda,Fit,2018.0,Hatchback,Petrol,1.5,4971.0,4.0,Automatic,FWD,Black,8.0,6.0,1000.0
46490,Hyundai,Santa Fe,2013.0,SUV,Diesel,2.0,56061.0,4.0,Automatic,FWD,Black,13.0,8.0,6940.0
5959,Kia,Sportage,2007.0,SUV,Diesel,2.0,44222.0,4.0,Automatic,FWD,Black,19.0,8.0,3745.684210526316
14122,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,42024.0,4.0,Automatic,FWD,Silver,15.0,8.0,4508.666666666667
1490,Lexus,CT 200h,2012.0,Hatchback,Hybrid,1.8,108185.0,4.0,Automatic,FWD,White,14.0,7.2,12436.142857142857
24148,Toyota,Prius C,2015.0,Sedan,Petrol,1.5,29516.0,4.0,Automatic,FWD,Black,11.0,6.0,4318.181818181818
21953,Toyota,RAV4,2012.0,SUV,Petrol,2.5,68041.0,4.0,Automatic,FWD,White,14.0,10.0,7821.428571428572
7213,Hyundai,Sonata,2017.0,Sedan,Hybrid,2.0,86035.0,4.0,Automatic,FWD,Silver,9.0,8.0,15384.333333333334
21012,Toyota,Prius,2013.0,Sedan,Hybrid,1.8,90472.0,4.0,Automatic,FWD,Black,13.0,7.2,11200.0
51373,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,39348.0,4.0,Automatic,FWD,Black,11.0,8.0,5756.636363636364
28391,Hyundai,Santa Fe,2013.0,SUV,Diesel,2.0,28510.0,4.0,Automatic,FWD,White,13.0,8.0,3529.3076923076924
5331,Honda,CR-V,1996.0,SUV,Petrol,2.0,18642.0,4.0,Automatic,FWD,Blue,30.0,8.0,1000.0
13799,Hyundai,Sonata,2014.0,Sedan,Petrol,2.0,115142.0,4.0,Automatic,FWD,White,12.0,8.0,15441.833333333334
62493,Honda,Civic,2018.0,Coupe,Petrol,1.5,5295.0,4.0,Automatic,FWD,Red,8.0,6.0,1065.0
21326,Lexus,CT 200h,2012.0,Hatchback,Hybrid,1.8,59031.0,4.0,Automatic,FWD,Red,14.0,7.2,6785.714285714285
1882,Toyota,Prius,2009.0,Sedan,Hybrid,1.5,88500.0,4.0,Automatic,FWD,White,17.0,6.0,8378.0
54954,Chevrolet,Impala,2016.0,Sedan,Petrol,2.5,39147.0,4.0,Automatic,FWD,White,10.0,10.0,6300.0
22433,Hyundai,H1,2013.0,Van,Diesel,2.5,43071.0,4.0,Automatic,FWD,Black,13.0,10.0,5331.923076923077
549,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,13202.0,4.0,Automatic,FWD,White,9.0,8.0,2360.6666666666665
54349,Honda,Civic,2017.0,Sedan,Petrol,2.0,9942.0,4.0,Automatic,FWD,Gray,9.0,8.0,1777.7777777777778
12858,Ford,Fusion,2013.0,Sedan,Petrol,2.5,52020.0,4.0,Automatic,FWD,White,13.0,10.0,6439.846153846154
15367,Toyota,Prius C,2012.0,Hatchback,Hybrid,1.5,82309.0,4.0,Automatic,FWD,White,14.0,6.0,9461.57142857143
9261,Chevrolet,Cruze,2011.0,Sedan,Diesel,2.0,32756.0,4.0,Automatic,FWD,Gray,15.0,8.0,3514.3333333333335
39829,Ford,Fusion,2018.0,Sedan,Hybrid,2.0,24234.0,4.0,Automatic,FWD,Silver,8.0,8.0,4875.0
10000,Nissan,Tiida,2007.0,Hatchback,Petrol,1.5,90099.0,5.0,Automatic,FWD,Silver,19.0,7.5,7631.578947368421
31248,Hyundai,Tucson,2015.0,SUV,Diesel,2.0,67422.0,4.0,Automatic,FWD,Gray,11.0,8.0,9864.09090909091
14113,Kia,Optima,2012.0,Sedan,Petrol,2.0,34500.0,4.0,Automatic,FWD,White,14.0,8.0,3965.785714285714
11133,Toyota,Prius,2007.0,Sedan,Hybrid,1.5,66641.0,4.0,Automatic,FWD,Silver,19.0,6.0,5644.631578947368
18817,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,21785.0,4.0,Automatic,FWD,White,8.0,10.0,4382.25
18503,Ford,Fusion,2012.0,Sedan,Petrol,2.5,85192.0,4.0,Automatic,FWD,Silver,14.0,10.0,9793.07142857143
19601,Toyota,Prius,2011.0,Hatchback,Petrol,1.8,85128.0,4.0,Automatic,FWD,White,15.0,7.2,9133.333333333334
549,Toyota,C-HR,2018.0,SUV,Petrol,2.0,29039.0,4.0,Automatic,FWD,Silver,8.0,8.0,5841.625
17562,Ford,Escape,2009.0,SUV,Hybrid,2.5,88857.0,4.0,Automatic,AWD,Black,17.0,10.0,8411.764705882353
17876,Toyota,Corolla,2010.0,Sedan,Petrol,1.8,73944.0,4.0,Automatic,FWD,Silver,16.0,7.2,7437.5
31361,Toyota,Prius,2016.0,Hatchback,Hybrid,1.8,80779.0,4.0,Automatic,FWD,White,10.0,7.2,13000.0
16935,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,65617.0,4.0,Automatic,FWD,Beige,12.0,7.2,8800.0
11604,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,59341.0,4.0,Automatic,FWD,Silver,18.0,6.0,5305.555555555556
19579,Toyota,Aqua,2015.0,Hatchback,Petrol,1.5,42875.0,4.0,Automatic,FWD,White,11.0,6.0,6272.727272727273
22825,Chevrolet,Malibu,2012.0,Sedan,Petrol,2.0,71414.0,4.0,Automatic,FWD,Black,14.0,8.0,8209.214285714286
27591,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,42283.0,4.0,Automatic,FWD,Black,15.0,8.0,4536.466666666666
35902,Hyundai,H1,2014.0,Van,Diesel,2.5,105080.0,4.0,Automatic,FWD,Gold,12.0,10.0,14092.416666666666
34406,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,114961.0,4.0,Automatic,FWD,White,10.0,8.0,18501.1
19384,Chevrolet,Malibu,2012.0,Sedan,Petrol,2.0,100705.0,4.0,Automatic,FWD,Silver,14.0,8.0,11576.357142857143
32145,Toyota,Camry,2015.0,Sedan,Petrol,2.5,67109.0,8.0,Automatic,RWD,White,11.0,20.0,9818.181818181818
10036,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,76429.0,4.0,Automatic,FWD,Black,14.0,6.0,8785.714285714286
3293,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,99036.0,4.0,Automatic,FWD,White,16.0,7.2,9961.375
28225,Hyundai,Santa Fe,2014.0,SUV,Diesel,2.0,24320.0,4.0,Automatic,FWD,White,12.0,8.0,3261.5
10349,Honda,Fit,2014.0,Hatchback,Hybrid,1.5,84507.0,4.0,Automatic,FWD,Silver,12.0,6.0,11333.333333333334
49798,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,58133.0,4.0,Automatic,FWD,White,11.0,8.0,8505.0
51965,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,30768.0,4.0,Automatic,FWD,White,10.0,8.0,4951.5
13172,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,103645.0,4.0,Automatic,FWD,Silver,18.0,6.0,9266.666666666666
24004,Hyundai,H1,2011.0,Van,Diesel,2.5,44927.0,4.0,Automatic,FWD,Silver,15.0,10.0,4820.133333333333
1490,Lexus,CT 200h,2012.0,Hatchback,Hybrid,1.8,108185.0,4.0,Automatic,FWD,White,14.0,7.2,12436.142857142857
12544,Ford,Focus,2014.0,Hatchback,Petrol,2.0,96961.0,4.0,Automatic,FWD,Black,12.0,8.0,13003.583333333334
30891,Honda,Civic,2015.0,Sedan,Petrol,1.8,62546.0,4.0,Automatic,FWD,Silver,11.0,7.2,9150.727272727272
38574,BMW,5 Series,2014.0,Sedan,Petrol,2.0,77051.0,4.0,Automatic,RWD,Silver,12.0,8.0,10333.333333333334
18503,Volkswagen,Passat,2012.0,Sedan,Petrol,2.5,111847.0,4.0,Automatic,FWD,Silver,14.0,10.0,12857.142857142857
50341,Hyundai,Sonata,2017.0,Sedan,Petrol,2.0,42259.0,4.0,Automatic,FWD,Black,9.0,8.0,7556.555555555556
49864,Hyundai,Tucson,2019.0,SUV,Diesel,2.0,41322.0,4.0,Automatic,FWD,Gray,7.0,8.0,9500.0
39559,Hyundai,H1,2016.0,Van,Diesel,2.5,58409.0,4.0,Automatic,FWD,Gray,10.0,10.0,9400.0
21012,Toyota,C-HR,2019.0,SUV,Petrol,2.0,12325.0,4.0,Automatic,FWD,Silver,7.0,8.0,2833.4285714285716
32744,Hyundai,H1,2014.0,Van,Diesel,2.5,66787.0,4.0,Automatic,FWD,Silver,12.0,10.0,8956.916666666666
43278,Toyota,RAV4,2016.0,SUV,Petrol,2.5,48467.0,4.0,Automatic,AWD,Red,10.0,10.0,7800.0
44752,Chevrolet,Impala,2016.0,Sedan,Petrol,2.5,74831.0,4.0,Automatic,FWD,Black,10.0,10.0,12042.8
29793,Mazda,Mazda6,2015.0,Sedan,Petrol,2.5,80530.0,4.0,Automatic,FWD,Gray,11.0,10.0,11781.818181818182
29166,Toyota,Prius,2017.0,Hatchback,Hybrid,1.8,59248.0,4.0,Automatic,FWD,Silver,9.0,7.2,10594.444444444445
706,Audi,A4,2014.0,Sedan,Petrol,2.0,100682.0,4.0,Automatic,FWD,Black,12.0,8.0,13502.666666666666
23436,Hyundai,Sonata,2016.0,Sedan,Petrol,2.0,55240.0,4.0,Automatic,FWD,White,10.0,8.0,8890.0
20385,Toyota,Camry,2012.0,Sedan,Petrol,2.5,97431.0,4.0,Automatic,FWD,Green,14.0,10.0,11200.0
1333,Nissan,Altima,2014.0,Sedan,Petrol,2.5,17185.0,4.0,Automatic,FWD,Silver,12.0,10.0,2304.6666666666665
18189,Toyota,Prius,2012.0,Sedan,Hybrid,1.8,69594.0,4.0,Automatic,FWD,Gray,14.0,7.2,8000.0
15053,Hyundai,Elantra,2014.0,Hatchback,Petrol,2.0,28584.0,4.0,Automatic,FWD,Black,12.0,8.0,3833.3333333333335
862,Ford,Fusion,2016.0,Sedan,Petrol,2.0,90665.0,4.0,Automatic,FWD,Gray,10.0,8.0,14591.0
21012,Toyota,Prius,2015.0,Hatchback,Petrol,1.5,77672.0,4.0,Automatic,FWD,White,11.0,6.0,11363.636363636364
27284,Nissan,Altima,2017.0,Sedan,Petrol,2.5,17896.0,4.0,Automatic,FWD,White,9.0,10.0,3200.0
23521,Toyota,Camry,2014.0,Sedan,Petrol,2.5,60273.0,4.0,Automatic,FWD,Gray,12.0,10.0,8083.333333333333
1882,Toyota,Prius,2017.0,Sedan,Hybrid,1.8,29622.0,4.0,Automatic,FWD,White,9.0,7.2,5296.888888888889
9095,Honda,CR-V,2000.0,SUV,Petrol,2.0,1381.0,4.0,Automatic,AWD,Silver,26.0,8.0,85.46153846153847
862,Ford,Escape,2010.0,SUV,Hybrid,2.5,108694.0,4.0,Automatic,FWD,Gray,16.0,10.0,10932.875
10036,BMW,5 Series,2001.0,Sedan,Petrol,2.5,121168.0,6.0,Automatic,RWD,Silver,25.0,15.0,7800.0
14113,Volkswagen,Jetta,2013.0,Sedan,Petrol,2.5,55675.0,4.0,Automatic,FWD,Gray,13.0,10.0,6892.307692307692
5645,Ford,Fusion,2015.0,Sedan,Hybrid,2.0,91892.0,4.0,Automatic,FWD,Gray,11.0,8.0,13444.09090909091
5018,Subaru,Impreza,2002.0,Hatchback,Petrol,1.5,91342.0,4.0,Automatic,FWD,Blue,24.0,6.0,6125.0
45872,Honda,Fit,2016.0,Hatchback,Petrol,1.5,22329.0,4.0,Automatic,FWD,Black,10.0,6.0,3593.4
21953,Hyundai,Santa Fe,2011.0,SUV,Diesel,2.0,103397.0,4.0,Automatic,FWD,Gray,15.0,8.0,11093.4
9722,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,79235.0,4.0,Automatic,FWD,Black,8.0,10.0,15939.375
15053,Chevrolet,Cruze,2011.0,Sedan,Petrol,1.8,67109.0,4.0,Automatic,FWD,White,15.0,7.2,7200.0
6115,Chevrolet,Captiva,2008.0,SUV,Diesel,2.0,30410.0,4.0,Automatic,FWD,Black,18.0,8.0,2718.8333333333335
862,Ford,Escape,2010.0,SUV,Hybrid,2.5,108694.0,4.0,Automatic,FWD,Gray,16.0,10.0,10932.875
25889,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,77672.0,4.0,Automatic,FWD,Silver,14.0,8.0,8928.57142857143
19757,Ford,Focus,2016.0,Sedan,Petrol,2.0,20481.0,4.0,Automatic,FWD,Silver,10.0,8.0,3296.0
21326,Toyota,Prius,2013.0,Sedan,Hybrid,1.8,55303.0,4.0,Automatic,FWD,White,13.0,7.2,6846.153846153846
8467,Nissan,Serena,2003.0,Van,Petrol,2.0,69042.0,4.0,Automatic,FWD,White,23.0,8.0,4830.913043478261
18189,Honda,Fit,2012.0,Hatchback,Hybrid,1.5,73322.0,4.0,Automatic,FWD,White,14.0,6.0,8428.57142857143
40926,Hyundai,Sonata,2015.0,Sedan,Petrol,2.0,16024.0,4.0,Automatic,FWD,White,11.0,8.0,2344.2727272727275
8467,Chevrolet,Cruze,2013.0,Sedan,Petrol,1.8,90099.0,4.0,Manual,FWD,Blue,13.0,7.2,11153.846153846154
12858,Toyota,Prius,2010.0,Sedan,Petrol,1.8,81400.0,4.0,Automatic,FWD,Gold,16.0,7.2,8187.5
19757,Toyota,Prius,2012.0,Hatchback,Hybrid,1.8,112469.0,4.0,Automatic,FWD,White,14.0,7.2,12928.57142857143
50037,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,75747.0,4.0,Automatic,FWD,Black,10.0,8.0,12190.2
23207,Toyota,Camry,2013.0,Sedan,Petrol,2.5,78293.0,4.0,Automatic,FWD,Silver,13.0,10.0,9692.307692307691
16935,Lexus,CT 200h,2015.0,Hatchback,Hybrid,1.8,58999.0,4.0,Automatic,FWD,White,11.0,7.2,8631.727272727272
29323,Hyundai,Elantra,2015.0,Sedan,Petrol,1.8,46603.0,4.0,Automatic,FWD,Red,11.0,7.2,6818.181818181818
627,Toyota,Camry,2015.0,Sedan,Petrol,2.5,76279.0,4.0,Automatic,FWD,Gray,11.0,10.0,11159.818181818182
3136,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,99034.0,4.0,Automatic,FWD,White,14.0,10.0,11384.214285714286
9095,Nissan,Tiida,2008.0,Hatchback,Petrol,1.8,78293.0,4.0,Automatic,FWD,Silver,18.0,7.2,7000.0
45210,Hyundai,Tucson,2017.0,SUV,Diesel,2.0,56842.0,4.0,Automatic,FWD,Gray,9.0,8.0,10164.222222222223
9408,Subaru,Forester,2002.0,Wagon,Petrol,2.0,118061.0,4.0,Automatic,AWD,White,24.0,8.0,7916.666666666667
6586,Toyota,Prius,2009.0,Hatchback,Hybrid,1.5,107630.0,4.0,Automatic,FWD,White,17.0,6.0,10189.0
10349,Toyota,Aqua,2014.0,Hatchback,Hybrid,1.5,84942.0,4.0,Automatic,FWD,Silver,12.0,6.0,11391.666666666666
39201,Toyota,Camry,2017.0,Sedan,Petrol,2.5,32312.0,4.0,Automatic,FWD,Black,9.0,10.0,5777.777777777777
9095,Nissan,Versa,2011.0,Hatchback,Petrol,1.8,112470.0,4.0,Automatic,FWD,Gray,15.0,7.2,12066.8
12388,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,92585.0,4.0,Automatic,FWD,Silver,14.0,10.0,10642.857142857143
