price,make,model,year,body_type,fuel_type,engine_volume,mileage,engine_cylinders,transmission,drivetrain,color
11177,Toyota,Aqua,2012.0,Hatchback,Petrol,1.5,91691.0,4.0,Automatic,FWD,Silver
2352,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,98028.0,4.0,Automatic,FWD,Blue
13230,Toyota,Prius,2011.0,Sedan,Hybrid,1.8,117315.0,4.0,Automatic,FWD,Silver
23521,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,21127.0,4.0,Automatic,FWD,Black
35344,Hyundai,Santa Fe,2014.0,SUV,Diesel,2.0,80733.0,4.0,Automatic,FWD,Black
11259,Hyundai,Sonata,2013.0,Sedan,Petrol,2.0,41440.0,4.0,Automatic,FWD,White
44517,Hyundai,H1,2017.0,Wagon,Diesel,2.5,60547.0,4.0,Automatic,FWD,Gray
41886,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,103513.0,4.0,Automatic,FWD,Gray
16308,Toyota,Prius C,2014.0,Sedan,Hybrid,1.5,46603.0,4.0,Automatic,FWD,Silver
20385,Toyota,Prius,2012.0,Hatchback,Petrol,1.8,74087.0,4.0,Automatic,FWD,Silver
36068,Hyundai,H1,2016.0,Van,Diesel,2.5,69714.0,4.0,Automatic,FWD,Silver
2666,Ford,Fusion,2016.0,Sedan,Hybrid,2.0,121152.0,4.0,Automatic,FWD,Black
7213,Honda,CR-V,1999.0,SUV,Petrol,2.0,117440.0,4.0,Automatic,AWD,Red
22580,Mercedes-Benz,E-Class,2017.0,Sedan,Petrol,2.0,31647.0,4.0,Automatic,RWD,Black
18817,Ford,Fusion,2013.0,Sedan,Petrol,2.5,30458.0,4.0,Automatic,FWD,Black
20777,Ford,Escape,2009.0,SUV,Petrol,2.5,48388.0,4.0,Automatic,FWD,Black
20237,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,103224.0,4.0,Automatic,FWD,Gray
2666,Ford,Fusion,2015.0,Sedan,Hybrid,2.0,62602.0,4.0,Automatic,FWD,Green
13799,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,107175.0,4.0,Automatic,FWD,White
33798,Honda,Fit,2017.0,Hatchback,Petrol,1.5,46603.0,4.0,Automatic,FWD,Black
7213,Chevrolet,Cruze,2009.0,Sedan,Diesel,2.0,44187.0,4.0,Automatic,FWD,Black
23138,Hyundai,Santa Fe,2010.0,SUV,Diesel,2.0,116870.0,4.0,Automatic,FWD,Black
11604,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,62138.0,4.0,Automatic,FWD,Black
45473,Toyota,C-HR,2017.0,SUV,Petrol,2.0,18642.0,4.0,Automatic,FWD,Black
80651,Hyundai,Santa Fe,2020.0,SUV,Diesel,2.0,16156.0,4.0,Automatic,FWD,Gray
7213,Honda,CR-V,1997.0,SUV,Petrol,2.0,124275.0,4.0,Automatic,AWD,Silver
23772,Hyundai,H1,2012.0,Van,Diesel,2.5,33924.0,4.0,Automatic,FWD,Gray
16308,Honda,Fit,2013.0,Hatchback,Petrol,1.5,68553.0,4.0,Automatic,FWD,Gray
11133,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,111463.0,4.0,Automatic,FWD,Black
16465,Kia,Optima,2014.0,Sedan,Petrol,2.0,24897.0,4.0,Automatic,FWD,Silver
14768,Honda,Fit,2013.0,Wagon,Hybrid,1.5,50145.0,4.0,Automatic,FWD,Silver
20237,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,66090.0,4.0,Automatic,FWD,Silver
45445,Jeep,Cherokee,2015.0,SUV,Diesel,2.0,102527.0,4.0,Automatic,FWD,White
3293,Hyundai,Elantra,2013.0,Sedan,Petrol,1.8,67841.0,4.0,Automatic,FWD,Blue
9408,Nissan,Tiida,2008.0,Hatchback,Petrol,1.8,97320.0,4.0,Automatic,FWD,Silver
40569,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,120588.0,4.0,Automatic,FWD,Black
3763,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,77617.0,4.0,Automatic,FWD,White
8467,Toyota,Prius,2005.0,Hatchback,Hybrid,1.5,101284.0,4.0,Automatic,FWD,Black
14897,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,98798.0,4.0,Automatic,FWD,Blue
13297,Hyundai,Genesis,2009.0,Coupe,Petrol,2.0,109983.0,4.0,Automatic,FWD,Silver
549,Audi,A6,2016.0,Sedan,Petrol,2.0,60787.0,4.0,Automatic,AWD,Gray
4861,BMW,3 Series,2017.0,Sedan,Petrol,2.0,48589.0,4.0,Automatic,RWD,Black
2666,Ford,Fusion,2016.0,Sedan,Hybrid,2.0,121152.0,4.0,Automatic,FWD,Black
784,Chevrolet,Volt,2017.0,Hatchback,Hybrid,1.5,50605.0,4.0,Automatic,FWD,Black
47217,Hyundai,H1,2017.0,Wagon,Diesel,2.5,69919.0,4.0,Automatic,FWD,Gray
22580,Ford,Fusion,2013.0,Sedan,Hybrid,2.0,96313.0,4.0,Automatic,FWD,White
2979,Nissan,Sentra,2018.0,Sedan,Petrol,1.8,18756.0,4.0,Automatic,FWD,Red
706,Subaru,XV,2015.0,SUV,Petrol,2.0,109090.0,4.0,Automatic,AWD,Black
12900,Volkswagen,CC,2010.0,Sedan,Petrol,2.0,41011.0,4.0,Automatic,FWD,Silver
12858,Hyundai,Sonata,2013.0,Sedan,Petrol,2.0,32727.0,4.0,Automatic,FWD,Black
24327,Hyundai,Santa Fe,2011.0,SUV,Diesel,2.0,110104.0,4.0,Automatic,FWD,White
45473,Toyota,Prius,2018.0,Sedan,Hybrid,1.8,3542.0,4.0,Automatic,FWD,White
549,Hyundai,Elantra,2011.0,Sedan,Petrol,1.8,120965.0,4.0,Automatic,FWD,Gray
13799,Toyota,Prius C,2012.0,Hatchback,Hybrid,1.5,995.0,4.0,Automatic,FWD,White
10036,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,70215.0,4.0,Automatic,FWD,Blue
10506,Subaru,XV,2014.0,Sedan,Petrol,2.0,88366.0,4.0,Automatic,AWD,Black
13172,Chevrolet,Malibu,2016.0,Sedan,Petrol,1.5,53438.0,4.0,Automatic,FWD,Silver
9722,BMW,5 Series,2002.0,Sedan,Petrol,2.5,103656.0,6.0,Automatic,RWD,Red
21796,Kia,Optima,2016.0,Sedan,Petrol,2.0,19284.0,4.0,Automatic,FWD,Black
44878,Hyundai,Tucson,2016.0,SUV,Diesel,2.0,38392.0,4.0,Automatic,FWD,Gray
34108,Hyundai,H1,2014.0,Van,Diesel,2.5,60280.0,4.0,Automatic,FWD,Gray
29166,Toyota,Camry,2015.0,Sedan,Petrol,2.5,51699.0,4.0,Automatic,FWD,White
5488,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,68226.0,4.0,Automatic,FWD,White
19757,Toyota,Prius,2015.0,Hatchback,Hybrid,1.8,65244.0,4.0,Automatic,FWD,Silver
8154,Mercedes-Benz,C-Class,1997.0,Wagon,Petrol,1.8,114325.0,4.0,Automatic,RWD,White
7213,Chevrolet,Cruze,2009.0,Sedan,Petrol,1.8,82927.0,4.0,Automatic,FWD,White
549,Subaru,Forester,2014.0,SUV,Petrol,2.0,45120.0,4.0,Automatic,AWD,White
862,Audi,A4,2011.0,Sedan,Petrol,2.0,108861.0,4.0,Automatic,FWD,Black
18189,Toyota,Prius C,2015.0,Hatchback,Hybrid,1.5,66653.0,4.0,Automatic,FWD,Red
17876,Hyundai,Elantra,2015.0,Sedan,Petrol,1.8,59031.0,4.0,Automatic,FWD,Silver
862,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,81076.0,4.0,Automatic,FWD,White
14426,Toyota,Camry,2012.0,Sedan,Petrol,2.5,63380.0,4.0,Automatic,FWD,Gray
2038,Hyundai,Elantra,2016.0,Sedan,Petrol,1.8,82914.0,4.0,Automatic,FWD,Brown
47669,Mercedes-Benz,GLA,2017.0,SUV,Petrol,2.0,34613.0,4.0,Automatic,AWD,Black
11290,Toyota,Prius,2014.0,Sedan,Hybrid,1.8,6214.0,4.0,Automatic,FWD,Gray
23521,Hyundai,Elantra,2016.0,Sedan,Petrol,2.0,60646.0,4.0,Automatic,FWD,Black
7840,Nissan,Tiida,2020.0,Hatchback,Petrol,1.5,72080.0,4.0,Automatic,FWD,Silver
5488,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,68226.0,4.0,Automatic,FWD,White
18817,Toyota,Prius,2013.0,Sedan,Hybrid,1.8,105012.0,4.0,Automatic,FWD,Silver
22580,Mercedes-Benz,E-Class,2017.0,Sedan,Petrol,2.0,31647.0,4.0,Automatic,RWD,Black
26657,Mazda,Mazda6,2016.0,Sedan,Petrol,2.5,94449.0,4.0,Automatic,RWD,Gray
17249,Kia,Optima,2015.0,Sedan,Petrol,2.0,24299.0,4.0,Automatic,FWD,Black
48998,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,65038.0,4.0,Automatic,FWD,Gray
3607,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,97256.0,4.0,Automatic,FWD,White
862,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,81076.0,4.0,Automatic,FWD,White
9408,Hyundai,Sonata,2010.0,Sedan,Petrol,2.0,44703.0,4.0,Automatic,FWD,Silver
8781,Honda,Fit,2005.0,Sedan,Petrol,1.5,622.0,4.0,Automatic,FWD,Silver
16935,Toyota,Prius C,2013.0,Hatchback,Hybrid,1.5,68351.0,4.0,Automatic,FWD,Silver
10036,Ford,Fusion,2015.0,Sedan,Hybrid,2.0,62602.0,4.0,Automatic,FWD,Green
3607,Ford,Escape,2011.0,SUV,Hybrid,2.5,104991.0,4.0,Automatic,AWD,White
37320,Hyundai,Santa Fe,2017.0,SUV,Diesel,2.0,45648.0,4.0,Automatic,FWD,Gray
23521,Hyundai,Tucson,2015.0,SUV,Diesel,2.0,25256.0,4.0,Automatic,FWD,White
706,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,45610.0,4.0,Automatic,FWD,White
12231,Toyota,Prius,2007.0,Hatchback,Petrol,1.5,78915.0,4.0,Automatic,FWD,Black
22580,Nissan,Rogue,2012.0,SUV,Petrol,2.5,71458.0,4.0,Automatic,AWD,Black
14113,Toyota,Aqua,2014.0,Hatchback,Hybrid,1.5,62138.0,4.0,Automatic,FWD,Black
67903,Hyundai,Sonata,2020.0,Sedan,Petrol,2.0,1243.0,4.0,Automatic,FWD,Gray
10663,Chevrolet,Malibu,2020.0,Sedan,Petrol,1.5,8800.0,4.0,Automatic,FWD,Brown
21953,Volkswagen,Passat,2013.0,Sedan,Petrol,2.5,29205.0,5.0,Automatic,FWD,White
11604,Nissan,Skyline,2006.0,Sedan,Petrol,2.5,93206.0,6.0,Automatic,RWD,Blue
18189,Toyota,Prius,2012.0,Sedan,Hybrid,1.8,42254.0,4.0,Automatic,FWD,Silver
23834,Toyota,Prius,2014.0,Hatchback,Hybrid,1.8,76429.0,4.0,Automatic,FWD,White
20071,Toyota,Prius C,2014.0,Hatchback,Petrol,1.5,49717.0,4.0,Automatic,FWD,Gray
18189,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,86495.0,4.0,Automatic,FWD,Black
28852,Toyota,Camry,2014.0,Sedan,Petrol,2.5,124275.0,4.0,Automatic,FWD,Black
46022,Jeep,Cherokee,2015.0,SUV,Diesel,2.0,102339.0,4.0,Automatic,FWD,Beige
17484,Hyundai,Sonata,2011.0,Sedan,Petrol,2.0,102440.0,4.0,Automatic,FWD,Black
23101,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,94126.0,4.0,Automatic,FWD,Silver
22934,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,77051.0,4.0,Automatic,FWD,Silver
7213,Toyota,Prius C,2012.0,Sedan,Hybrid,1.5,92108.0,4.0,Automatic,FWD,White
4861,Honda,Civic,2015.0,SUV,Hybrid,1.5,30617.0,4.0,Automatic,FWD,Blue
14279,Hyundai,Sonata,2016.0,Sedan,Petrol,2.0,23549.0,4.0,Automatic,FWD,Silver
7213,Mitsubishi,Pajero iO,1999.0,SUV,Petrol,1.8,83886.0,4.0,Automatic,AWD,Blue
14834,Chevrolet,Cruze,2012.0,Sedan,Petrol,1.8,98316.0,4.0,Automatic,FWD,White
17405,Toyota,Corolla,2015.0,Sedan,Petrol,1.8,88400.0,4.0,Automatic,FWD,Black
14113,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,103148.0,4.0,Automatic,FWD,Black
32929,Chevrolet,Camaro,2017.0,Coupe,Petrol,2.0,41757.0,4.0,Automatic,RWD,Blue
18189,Ford,Focus,2016.0,Hatchback,Petrol,2.0,41011.0,4.0,Automatic,FWD,Gray
16900,Toyota,Aqua,2012.0,Hatchback,Petrol,1.5,49146.0,4.0,Automatic,FWD,Gray
43655,Hyundai,H1,2016.0,Wagon,Diesel,2.5,82652.0,4.0,Automatic,FWD,Silver
24920,Hyundai,Santa Fe,2011.0,SUV,Diesel,2.0,97282.0,4.0,Automatic,FWD,Silver
14113,Toyota,Prius,2012.0,Sedan,Hybrid,1.8,54681.0,4.0,Automatic,FWD,Silver
4391,Hyundai,Sonata,2013.0,Sedan,Petrol,2.0,33472.0,4.0,Automatic,FWD,Silver
18660,Hyundai,H1,2010.0,Van,Diesel,2.5,34153.0,4.0,Automatic,FWD,Silver
20385,Toyota,Prius,2015.0,Hatchback,Hybrid,1.8,85501.0,4.0,Automatic,FWD,White
51965,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,30768.0,4.0,Automatic,FWD,White
18817,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,21785.0,4.0,Automatic,FWD,White
25089,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,61516.0,4.0,Automatic,FWD,Silver
16621,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,89478.0,4.0,Automatic,FWD,Gray
35438,Toyota,Camry,2016.0,Sedan,Petrol,2.5,68739.0,4.0,Automatic,FWD,Black
11967,Toyota,Aqua,2012.0,Hatchback,Petrol,1.5,73571.0,4.0,Automatic,FWD,Blue
1700,Volkswagen,Golf,1997.0,Hatchback,Petrol,1.8,622.0,4.0,Manual,FWD,Green
627,Volkswagen,Jetta,2014.0,Sedan,Petrol,1.8,75193.0,4.0,Automatic,FWD,Gray
8154,Toyota,Ist,2003.0,Sedan,Petrol,1.5,98488.0,4.0,Automatic,FWD,Silver
8311,Nissan,Tiida,2005.0,Hatchback,Petrol,1.5,71433.0,4.0,Automatic,FWD,Silver
21953,Hyundai,H1,2011.0,Van,Diesel,2.5,37992.0,4.0,Automatic,FWD,Silver
12701,Kia,Optima,2013.0,Sedan,Petrol,2.0,31815.0,4.0,Automatic,FWD,White
38000,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,17078.0,8.0,Automatic,FWD,Beige
20071,Toyota,Prius C,2014.0,Hatchback,Hybrid,1.5,95443.0,4.0,Automatic,FWD,Red
7840,Volkswagen,Golf,2002.0,Sedan,Petrol,2.0,102527.0,4.0,Automatic,FWD,Blue
8624,Nissan,Tiida,2006.0,Sedan,Petrol,1.5,69048.0,4.0,Automatic,FWD,White
21326,BMW,3 Series,2012.0,Sedan,Petrol,2.0,90099.0,2.0,Automatic,FWD,Black
18817,Toyota,Camry,2011.0,Sedan,Petrol,2.5,12726.0,4.0,Automatic,FWD,Blue
9408,Hyundai,Genesis,2010.0,Sedan,Petrol,2.0,82783.0,4.0,Automatic,FWD,Black
7527,Subaru,XV,2014.0,SUV,Petrol,2.0,58409.0,4.0,Automatic,AWD,Black
14426,Lexus,ES 300,2014.0,Sedan,Hybrid,2.5,109494.0,4.0,Automatic,FWD,Black
30734,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,121785.0,4.0,Automatic,FWD,Silver
7840,Mitsubishi,Colt,2007.0,Hatchback,Petrol,1.5,111847.0,4.0,Automatic,FWD,Silver
9095,Ford,Transit,1999.0,Van,Diesel,2.5,7208.0,4.0,Manual,RWD,White
21953,Toyota,Camry,2014.0,Sedan,Petrol,2.5,46864.0,4.0,Automatic,FWD,White
549,Toyota,C-HR,2018.0,SUV,Petrol,2.0,29039.0,4.0,Automatic,FWD,Silver
21953,Toyota,Camry,2014.0,Sedan,Petrol,2.5,60882.0,4.0,Automatic,FWD,Black
12554,Hyundai,Santa Fe,2010.0,SUV,Diesel,2.0,36522.0,4.0,Automatic,FWD,White
25638,Honda,Fit,2014.0,Hatchback,Petrol,1.5,48467.0,4.0,Automatic,FWD,White
9408,Mazda,Mazda3,2011.0,Sedan,Petrol,2.0,88335.0,4.0,Automatic,FWD,Gray
20385,Ford,Fusion,2014.0,Sedan,Petrol,2.0,61516.0,4.0,Automatic,FWD,Black
16308,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,66356.0,4.0,Automatic,FWD,Gray
28532,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,61981.0,4.0,Automatic,FWD,Gray
54847,Honda,Civic,2017.0,Sedan,Petrol,2.0,12779.0,4.0,Automatic,FWD,Silver
12231,Honda,Fit,2012.0,Sedan,Petrol,1.5,78542.0,4.0,Automatic,FWD,Silver
67934,Hyundai,Tucson,2019.0,SUV,Diesel,2.0,8662.0,4.0,Automatic,FWD,White
32913,Honda,Civic,2013.0,Coupe,Petrol,1.8,80098.0,4.0,Automatic,FWD,Black
18669,Hyundai,H1,2011.0,Van,Diesel,2.5,40740.0,4.0,Automatic,FWD,Silver
27598,Toyota,Corolla,2015.0,Sedan,Petrol,1.8,49089.0,4.0,Automatic,FWD,Blue
18503,Toyota,Prius,2012.0,Hatchback,Hybrid,1.8,61516.0,4.0,Automatic,FWD,Gray
16308,Toyota,Camry,2013.0,Sedan,Petrol,2.5,123325.0,4.0,Automatic,FWD,Silver
28927,Hyundai,Santa Fe,2011.0,SUV,Diesel,2.0,75547.0,4.0,Automatic,FWD,Gray
43062,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,89086.0,4.0,Automatic,FWD,White
16935,Toyota,Camry,2017.0,Sedan,Petrol,2.5,79508.0,4.0,Automatic,FWD,Blue
784,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,63627.0,4.0,Automatic,FWD,Black
3136,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,99034.0,4.0,Automatic,FWD,White
15053,Hyundai,H1,2008.0,Van,Diesel,2.5,39758.0,4.0,Automatic,FWD,Silver
549,Audi,A6,2016.0,Sedan,Petrol,2.0,60787.0,4.0,Automatic,AWD,Gray
14740,Honda,Civic,2008.0,Sedan,Petrol,2.0,95692.0,4.0,Manual,FWD,Black
38016,Hyundai,H1,2017.0,Wagon,Diesel,2.5,62697.0,4.0,Automatic,FWD,Silver
18189,Lexus,CT 200h,2011.0,Hatchback,Hybrid,1.8,124275.0,4.0,Automatic,FWD,Brown
5018,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,118402.0,4.0,Automatic,FWD,Black
12858,Toyota,Prius,2012.0,Hatchback,Hybrid,1.8,99987.0,4.0,Automatic,FWD,Silver
17249,Ford,Escape,2010.0,SUV,Hybrid,2.5,86992.0,4.0,Automatic,AWD,White
16308,Volkswagen,Jetta,2014.0,Sedan,Petrol,2.0,80530.0,4.0,Manual,FWD,White
549,Audi,A6,2016.0,Sedan,Petrol,2.0,60787.0,4.0,Automatic,AWD,Gray
27065,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,85128.0,4.0,Automatic,FWD,Gray
12544,Hyundai,H1,2008.0,Van,Diesel,2.5,93760.0,4.0,Automatic,FWD,Silver
862,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,81076.0,4.0,Automatic,FWD,White
2274,Lexus,CT 200h,2011.0,Hatchback,Hybrid,1.8,20490.0,4.0,Automatic,FWD,Silver
19613,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,74064.0,4.0,Automatic,FWD,Gray
4077,Chevrolet,Captiva,2007.0,SUV,Diesel,2.0,36746.0,4.0,Automatic,FWD,Silver
18503,Toyota,Prius C,2012.0,Hatchback,Hybrid,1.5,68351.0,4.0,Automatic,FWD,Blue
18817,Toyota,Camry,2013.0,Sedan,Petrol,2.5,124275.0,4.0,Automatic,FWD,White
19444,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,85293.0,4.0,Automatic,FWD,Blue
26296,Chevrolet,Malibu,2013.0,Sedan,Petrol,2.0,47617.0,4.0,Automatic,FWD,Black
21012,Toyota,Camry,2011.0,Sedan,Petrol,2.5,95692.0,4.0,Automatic,FWD,Red
706,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,71652.0,4.0,Automatic,FWD,Gray
26657,BMW,5 Series,2015.0,Sedan,Petrol,2.0,72509.0,4.0,Automatic,AWD,Black
14737,Kia,Optima,2013.0,Sedan,Petrol,2.0,26448.0,4.0,Automatic,FWD,Black
15053,Mazda,Mazda3,2016.0,Sedan,Petrol,2.0,43617.0,4.0,Automatic,FWD,Black
6272,Honda,Civic,2003.0,Sedan,Petrol,1.5,1492.0,6.0,Automatic,FWD,Gray
17249,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,82955.0,4.0,Automatic,FWD,Blue
10976,Honda,Fit,2014.0,Hatchback,Hybrid,1.5,79536.0,4.0,Automatic,AWD,Silver
47217,Hyundai,H1,2017.0,Wagon,Diesel,2.5,24278.0,4.0,Automatic,FWD,Silver
42337,Toyota,C-HR,2018.0,SUV,Petrol,2.0,5767.0,4.0,Automatic,FWD,Black
12544,Volkswagen,Jetta,2013.0,Sedan,Petrol,2.5,110605.0,4.0,Automatic,FWD,Silver
2666,Ford,Fusion,2016.0,Sedan,Hybrid,2.0,121152.0,4.0,Automatic,FWD,Black
3136,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,99034.0,4.0,Automatic,FWD,White
36899,Hyundai,H1,2016.0,Van,Diesel,2.5,56006.0,4.0,Automatic,FWD,Silver
47217,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,68351.0,4.0,Automatic,FWD,Gray
14831,Toyota,Aqua,2017.0,Hatchback,Hybrid,1.5,96082.0,4.0,Automatic,FWD,White
15053,Volkswagen,Passat,2013.0,Sedan,Petrol,2.5,49710.0,4.0,Automatic,FWD,Blue
12544,BMW,3 Series,2003.0,Sedan,Petrol,2.0,83264.0,4.0,Automatic,RWD,Red
17562,Volkswagen,Jetta,2013.0,Sedan,Petrol,2.5,65742.0,5.0,Automatic,FWD,White
21012,Toyota,Camry,2012.0,Sedan,Petrol,2.5,7457.0,4.0,Automatic,FWD,Black
28225,Toyota,RAV4,2015.0,SUV,Petrol,2.5,55791.0,4.0,Automatic,AWD,Silver
7527,Mercedes-Benz,C-Class,1996.0,Sedan,Petrol,2.0,93206.0,4.0,Manual,RWD,Blue
10000,Honda,Insight,2012.0,Hatchback,Hybrid,1.5,63380.0,4.0,Automatic,FWD,Silver
941,Volkswagen,Jetta,2012.0,Sedan,Diesel,2.0,87886.0,4.0,Automatic,FWD,Black
7997,Nissan,Note,2007.0,Hatchback,Petrol,1.5,88235.0,4.0,Automatic,RWD,Black
77148,Mercedes-Benz,GLA,2017.0,SUV,Petrol,2.0,5593.0,4.0,Automatic,AWD,White
9095,BMW,3 Series,1995.0,Coupe,Petrol,1.8,37904.0,4.0,Manual,RWD,Black
30906,Toyota,Aqua,2012.0,Hatchback,Petrol,1.5,25862.0,4.0,Automatic,FWD,Gold
36968,Hyundai,H1,2014.0,Van,Diesel,2.5,86933.0,4.0,Automatic,FWD,Silver
65858,Toyota,Avalon,2017.0,Sedan,Hybrid,2.5,22867.0,4.0,Automatic,FWD,Black
7213,Chevrolet,Captiva,2007.0,SUV,Diesel,2.0,44301.0,4.0,Automatic,FWD,White
13987,Chevrolet,Cruze,2013.0,Sedan,Diesel,2.0,114410.0,4.0,Automatic,FWD,Black
26657,Toyota,RAV4,2012.0,SUV,Petrol,2.5,123281.0,4.0,Automatic,AWD,Green
7840,Hyundai,Sonata,2011.0,Sedan,Petrol,2.0,46918.0,4.0,Automatic,FWD,Silver
9565,Toyota,Corolla,2019.0,Sedan,Petrol,1.8,3749.0,4.0,Automatic,FWD,Blue
18817,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,21785.0,4.0,Automatic,FWD,White
22894,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,105385.0,4.0,Automatic,FWD,Black
10036,Nissan,Serena,2003.0,Van,Petrol,2.0,78135.0,4.0,Automatic,FWD,White
21442,Hyundai,Genesis,2011.0,Coupe,Petrol,2.0,83264.0,4.0,Automatic,FWD,Black
31361,Kia,Optima,2014.0,Sedan,Petrol,2.0,53438.0,4.0,Automatic,FWD,White
26657,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,52817.0,4.0,Automatic,FWD,White
37564,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,93206.0,4.0,Automatic,FWD,Blue
30734,Mercedes-Benz,C-Class,2013.0,Sedan,Petrol,1.8,74565.0,4.0,Automatic,RWD,White
8154,Kia,Optima,2013.0,Sedan,Petrol,2.0,34877.0,4.0,Automatic,FWD,White
21169,Hyundai,Tucson,2014.0,SUV,Diesel,2.0,24206.0,4.0,Automatic,FWD,Silver
14113,Toyota,Prius,2008.0,Sedan,Petrol,1.5,88484.0,4.0,Automatic,FWD,Blue
60897,Honda,Civic,2016.0,Sedan,Petrol,1.5,15808.0,4.0,Automatic,FWD,Gray
18817,Toyota,Prius,2012.0,Sedan,Hybrid,1.8,37283.0,4.0,Automatic,FWD,Black
23129,Hyundai,Tucson,2014.0,SUV,Diesel,2.0,119196.0,4.0,Automatic,FWD,Silver
5645,Volkswagen,Jetta,2000.0,Sedan,Petrol,2.0,80530.0,4.0,Automatic,FWD,Black
14279,Hyundai,Sonata,2016.0,Sedan,Petrol,2.0,23549.0,4.0,Automatic,FWD,Silver
57507,Honda,Civic,2017.0,Coupe,Petrol,2.0,10161.0,4.0,Automatic,FWD,Silver
13799,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,93206.0,4.0,Automatic,FWD,Gray
11604,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,96391.0,4.0,Automatic,FWD,Gold
16756,Hyundai,Genesis,2010.0,Coupe,Petrol,2.0,118846.0,4.0,Automatic,FWD,White
11290,Lexus,CT 200h,2012.0,Hatchback,Hybrid,1.8,90721.0,4.0,Automatic,FWD,White
9722,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,79235.0,4.0,Automatic,FWD,Black
17249,Hyundai,Elantra,2011.0,Sedan,Petrol,1.8,46541.0,4.0,Automatic,FWD,Black
19130,Toyota,Prius,2015.0,Hatchback,Petrol,1.8,61195.0,4.0,Automatic,FWD,White
28225,Toyota,Aqua,2014.0,Hatchback,Petrol,1.5,34797.0,4.0,Automatic,FWD,Black
706,Hyundai,Elantra,2013.0,Sedan,Petrol,1.8,82868.0,4.0,Automatic,FWD,Silver
11133,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,111463.0,4.0,Automatic,FWD,Black
27911,Lexus,CT 200h,2013.0,Hatchback,Hybrid,1.8,41632.0,4.0,Automatic,FWD,Beige
27770,Chevrolet,Captiva,2014.0,SUV,Diesel,2.0,102527.0,4.0,Automatic,FWD,Black
14959,Hyundai,Sonata,2010.0,Sedan,Petrol,2.0,79130.0,4.0,Automatic,FWD,Black
56513,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,55499.0,4.0,Automatic,FWD,Black
18503,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,99420.0,4.0,Automatic,FWD,Gray
47669,Toyota,C-HR,2018.0,SUV,Petrol,2.0,15535.0,4.0,Automatic,FWD,Gray
19306,Toyota,Aqua,2012.0,Hatchback,Petrol,1.5,42254.0,4.0,Automatic,FWD,Blue
11133,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,111463.0,4.0,Automatic,FWD,Black
